fault_index,original_fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_precheck_solve_time_s,ai_precheck_sim_time_s,ai_hint_solve_time_s,ai_podem_search_time_s,ai_result_code,search_backtracks_diagnostic,time_s,classic_timeout_time_s,classic_timeout_backtracks,classic_timeout_recursive_calls,ai_error
1577,5805,21120,4,False,1,False,1,17,0.8984,0.0,0.7038,10.338,2,375,12.0141,10.018698,115,307,
1578,5806,21127,3,False,1,False,1,62,4.0655,0.015,3.9346,10.1329,2,372,18.2038,10.105669,135,288,
1579,5811,21138,3,False,1,False,1,17,4.4029,0.0,4.3305,10.2646,2,376,19.077,10.016552,132,287,
1580,5812,21142,4,False,1,False,1,16,1.9897,0.0,1.8438,10.2617,2,374,14.1446,10.08618,131,296,
1581,5814,21143,4,False,1,False,1,16,1.9802,0.0,2.0477,10.255,2,382,14.3319,10.001952,128,293,
1582,5837,21192,4,False,1,False,1,14,2.595,0.0,2.8692,10.2278,2,381,15.7365,10.023015,253,535,
1583,5912,21360,4,False,1,False,1,23,9.8363,0.0155,9.743,10.3184,2,384,29.9721,10.006474,300,629,
1584,5913,21363,3,True,1,True,1,9,8.9721,0.0149,0.0,0.0897,1,0,9.1304,10.01959,302,641,
1585,5943,21476,3,False,1,False,1,22,0.4353,0.0,1.9376,10.3373,2,366,12.7459,10.047452,295,659,
1586,5944,21480,4,False,1,False,1,12,4.448,0.0,4.3325,10.2031,2,387,19.0178,10.025185,315,653,
1587,5946,21486,4,True,1,True,1,38,0.3133,0.0151,0.0,0.0727,1,0,0.4469,10.026752,308,642,
1588,5948,21493,4,False,1,False,1,39,1.0148,0.0156,2.2256,10.243,2,379,13.544,10.017294,305,675,
1589,5949,21494,3,False,1,False,1,44,2.1555,0.0154,2.1723,10.3164,2,311,14.6978,10.033437,286,642,
1590,5950,21494,4,False,1,False,1,37,1.0916,0.0,0.5436,10.5754,2,337,12.3389,10.009532,307,676,
1591,5952,21500,4,False,1,False,1,35,0.7116,0.0,0.6198,10.6005,2,334,11.9706,10.018176,291,639,
1592,5953,21502,4,False,1,False,1,26,0.6457,0.0,0.6976,10.4345,2,331,11.8167,10.006956,297,658,
1593,5955,21504,4,False,1,False,1,14,1.2553,0.0,2.0616,10.3321,2,332,13.6959,10.031498,300,663,
1594,5956,21505,3,False,1,False,1,43,2.6281,0.0161,2.4767,10.3127,2,298,15.4731,10.002701,300,638,
1595,5957,21505,4,False,1,False,1,20,0.537,0.0,1.1317,10.3275,2,341,11.9997,10.000153,302,636,
1596,5959,21507,3,False,1,False,1,45,0.8294,0.0157,0.8351,10.6507,2,325,12.3697,10.027905,285,646,
1597,5960,21508,4,False,1,False,1,22,0.7135,0.0,0.7714,10.3437,2,333,11.8675,10.008347,302,667,
1598,5961,21509,3,False,1,False,1,27,0.3316,0.0,0.1114,10.4199,2,314,10.886,10.048749,282,659,
1599,5962,21509,4,False,1,False,1,20,5.4389,0.0159,5.5103,10.2815,2,325,21.2496,10.0034,273,625,
1600,5963,21510,3,False,1,False,1,23,7.1524,0.0155,7.3774,10.3576,2,204,24.9257,10.001341,222,563,
1601,5964,21512,4,False,1,False,1,28,8.1967,0.0159,5.5106,10.2687,2,235,24.027,10.000697,260,636,
1602,5965,21513,3,False,1,False,1,31,5.2179,0.0287,4.6167,10.2642,2,146,20.1653,10.019137,260,636,
1603,5966,21514,3,False,1,False,1,16,4.9719,0.0263,4.9656,10.4161,2,313,20.4186,10.040692,223,481,
1604,5967,21515,3,False,1,False,1,23,1.1991,0.016,1.5142,10.276,2,336,13.0514,10.065752,261,551,
1605,5968,21515,4,False,1,False,1,24,0.9834,0.0,0.9561,10.3949,2,266,12.3372,10.153078,111,330,
1606,5969,21518,3,False,1,False,1,25,0.9752,0.0,1.1788,10.4065,2,336,12.6049,10.001506,308,650,
1607,5970,21526,3,False,1,False,1,18,3.2736,0.0,3.2679,10.307,2,324,16.8862,10.004355,298,617,
1608,5971,21532,3,False,1,False,1,34,0.4956,0.0164,0.4916,10.3403,2,243,11.3661,10.009493,315,669,
1609,5974,21535,3,False,1,False,1,28,2.8806,0.0158,2.9262,10.34,2,296,16.184,10.018463,243,520,
1610,5980,21555,3,False,1,False,1,34,2.8845,0.0,1.283,10.594,2,324,14.7692,10.005472,279,630,
1611,5981,21558,3,False,1,False,1,4,1.1434,0.0,1.3431,10.2016,2,209,12.6965,10.0204,137,313,
1612,5983,21569,3,False,1,False,1,34,0.7396,0.0261,0.8645,10.481,2,182,12.2352,10.077496,262,569,
1613,5984,21570,4,False,1,False,1,17,0.7037,0.0265,0.9527,10.0385,2,158,11.8446,10.006644,287,674,
1614,5985,21571,3,False,1,False,1,23,1.0302,0.0,1.0677,10.6258,2,158,12.8549,10.003359,240,552,
1615,5986,21571,4,False,1,False,1,54,1.0244,0.0264,1.0798,10.5987,2,170,12.7344,10.012061,139,354,
1616,5987,21578,4,False,1,False,1,19,0.59,0.0,0.5589,10.3142,2,251,11.5412,10.025552,131,292,
1617,5988,21581,3,False,1,False,1,18,1.9865,0.0,0.9936,10.2974,2,335,13.4092,10.022329,130,280,
1618,5990,21583,4,False,1,False,1,18,1.4746,0.0,0.9004,10.2914,2,334,12.7501,10.013644,127,291,
1619,6001,21613,3,False,1,False,1,26,2.1983,0.0,2.1479,10.4272,2,337,14.8253,10.113518,132,293,
1620,6007,21631,3,True,1,True,1,35,3.5991,0.0163,0.0,0.271,1,0,3.8996,10.06557,119,287,
1621,6049,21714,4,False,1,False,1,14,1.699,0.0,1.8784,10.2324,2,342,13.8437,10.021131,300,632,
1622,6084,21786,4,False,1,False,1,18,1.3188,0.0,0.9746,10.3389,2,335,12.6547,10.046995,271,595,
1623,6101,21865,3,False,1,False,1,41,1.1833,0.0165,1.199,10.5448,2,98,12.9826,10.005046,281,657,
1624,6102,21867,4,False,1,False,1,40,0.2832,0.0161,0.1529,10.4733,2,293,10.9647,10.01244,173,463,
1625,6103,21868,4,False,1,False,1,37,0.2844,0.016,0.1277,10.2924,2,211,10.759,10.000083,206,501,
1626,6104,21870,4,False,1,False,1,15,0.4629,0.0,0.5862,10.2368,2,320,11.3094,10.009625,297,652,
1627,6105,21871,3,False,1,False,1,15,0.4478,0.0159,0.6106,10.2298,2,320,11.3277,10.002607,276,632,
1628,6106,21872,3,False,1,False,1,13,0.4719,0.0158,0.6288,10.2029,2,333,11.3436,10.004772,284,597,
1629,6107,21873,3,False,1,False,1,13,0.4717,0.0155,0.4874,10.2348,2,326,11.2333,10.033361,297,627,
1630,6108,21875,3,False,1,False,1,17,0.6433,0.016,0.5045,10.2712,2,320,11.4601,10.005361,224,530,
1631,6109,21877,4,False,1,False,1,20,0.6162,0.0,0.48,10.3417,2,320,11.4634,10.011283,291,618,
1632,6115,21889,3,False,1,False,1,17,0.9269,0.0,0.9792,10.2754,2,282,12.2503,10.004415,233,496,
1633,6120,21899,3,False,1,False,1,42,0.7749,0.017,0.7939,10.6544,2,310,12.2799,10.021425,226,531,
1634,6121,21899,4,False,1,False,1,28,3.2286,0.0175,3.16,10.0861,2,181,16.4953,10.097875,83,243,
1635,6122,21900,4,False,1,False,1,78,3.0822,0.0164,3.0608,10.837,2,196,17.0367,10.059157,151,377,
1636,6123,21901,4,False,1,False,1,28,0.7142,0.0,0.8618,10.4648,2,315,12.0811,10.021006,268,599,
1637,6124,21903,3,False,1,False,1,28,1.2996,0.0,1.6864,10.4467,2,290,13.4793,10.006783,294,655,
1638,6125,21905,4,False,1,False,1,43,6.3665,0.0156,7.8189,10.4122,2,254,24.6773,10.035614,261,555,
1639,6126,21907,4,False,1,False,1,27,1.0089,0.016,0.6197,10.3744,2,304,12.0764,10.009714,291,658,
1640,6127,21914,4,False,1,False,1,20,0.6724,0.0277,0.1683,10.4258,2,314,11.3246,10.098533,299,639,
1641,6128,21915,3,False,1,False,1,15,1.6102,0.0156,1.6402,10.2092,2,331,13.4925,10.035933,216,473,
1642,6129,21915,4,False,1,False,1,28,3.2948,0.0155,3.4047,10.1155,2,334,16.8335,10.092724,193,424,
1643,6130,21916,3,False,1,False,1,25,0.8577,0.0,1.3058,10.3982,2,294,12.6043,10.010594,115,345,
1644,6131,21919,3,False,1,False,1,20,1.2509,0.0,0.8967,10.317,2,342,12.5071,10.065753,145,312,
1645,6132,21920,3,False,1,False,1,23,1.1733,0.0162,1.1626,10.2722,2,338,12.6638,10.006613,297,633,
1646,6134,21924,3,False,1,False,1,26,8.1594,0.0,8.5045,10.5672,2,339,27.2922,10.11938,302,631,
1647,6135,21924,4,False,1,False,1,23,1.1395,0.0,1.1495,10.3638,2,304,12.6557,10.020752,228,572,
1648,6136,21925,3,False,1,False,1,25,8.4823,0.0,8.4741,10.4163,2,319,27.4441,10.034861,263,564,
1649,6137,21926,3,False,1,False,1,22,5.5197,0.0,7.1468,10.6114,2,340,23.3927,10.022178,240,512,
1650,6138,21927,4,False,1,False,1,23,1.1757,0.0,1.352,10.3766,2,344,12.9682,10.002194,255,547,
1651,6139,21928,3,False,1,False,1,10,2.3501,0.0,2.2822,10.1673,2,341,14.8397,10.005339,268,556,
1652,6140,21929,4,False,1,False,1,12,2.8436,0.0,2.8172,10.2027,2,252,15.9043,10.000682,196,402,
1653,6141,21932,3,False,1,False,1,10,4.0955,0.0,5.5289,10.2834,2,185,19.9744,10.001506,196,414,
1654,6142,21934,3,False,1,False,1,9,2.3346,0.0,2.2754,10.1541,2,340,14.8327,10.030255,190,392,
1655,6144,21943,4,False,1,False,1,13,2.7305,0.0,2.7687,10.2127,2,321,15.7336,10.020134,215,472,
1656,6145,21951,3,False,1,False,1,22,0.0576,0.0305,0.0002,10.3254,2,180,10.4167,10.235389,152,308,
1657,6147,21971,3,False,1,False,1,56,1.9515,0.0158,1.9862,10.8368,2,326,14.8808,10.004147,127,324,
1658,6148,21972,4,False,1,False,1,59,1.7881,0.0,0.8201,10.9281,2,197,13.6213,10.017046,126,337,
1659,6149,21973,4,False,1,False,1,48,0.8722,0.0,0.8866,10.7355,2,287,12.576,10.170386,144,340,
1660,6151,21979,3,False,1,False,1,15,0.6995,0.016,1.1238,10.1714,2,252,12.0795,10.0056,140,396,
1661,6152,21981,3,False,1,False,1,21,0.4352,0.0,0.481,10.3228,2,268,11.3144,10.018121,309,715,
1662,6154,21988,4,False,1,False,1,48,0.6333,0.0156,0.602,10.169,2,254,11.4936,10.00727,316,674,
1663,6171,22031,3,False,1,False,1,17,3.4601,0.0,2.8397,10.276,2,316,16.6617,10.024702,326,690,
1664,6172,22032,3,False,1,False,1,59,2.2628,0.0158,5.3595,10.2046,2,258,17.9124,10.009676,319,674,
1665,6205,22111,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0188,10.009649,295,655,AI solve exceeded 10.00s
1666,6224,22187,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0439,10.006336,267,615,AI solve exceeded 10.00s
1667,6225,22190,3,False,1,False,1,15,0.605,0.0,0.4733,10.258,2,313,11.3762,10.000073,291,687,
1668,6226,22192,3,False,1,False,1,44,0.645,0.0161,0.4824,10.6917,2,235,11.8595,10.018082,274,610,
1669,6227,22198,3,False,1,False,1,24,0.6791,0.0157,0.4985,10.3681,2,330,11.5849,10.010654,241,554,
1670,6228,22199,3,False,1,False,1,43,0.5869,0.0159,0.6796,10.4036,2,332,11.7103,10.002203,308,667,
1671,6260,22265,4,False,1,False,1,18,6.743,0.0,6.421,10.319,2,306,23.515,10.008776,297,623,
1672,6261,22267,4,False,1,False,1,45,7.2199,0.016,6.3387,10.1856,2,328,23.7919,10.009513,303,625,
1673,6284,22322,3,False,1,False,1,37,2.0938,0.0163,2.0073,10.4666,2,317,14.6309,10.057573,276,625,
1674,6285,22323,4,False,1,False,1,5,0.0087,0.0,0.0079,10.0918,2,321,10.1545,10.008043,168,357,
1675,6286,22329,3,False,1,False,1,30,2.067,0.0322,2.0525,10.4775,2,320,14.6689,10.002512,253,576,
1676,6287,22331,3,False,1,False,1,29,0.3286,0.0,0.0711,10.4662,2,296,10.882,10.060608,248,590,
1677,6288,22331,4,False,1,False,1,20,2.6233,0.0163,2.5715,10.2485,2,318,15.4626,10.012565,134,339,
1678,6289,22332,3,False,1,False,1,5,6.9152,0.0157,7.2788,10.0275,2,313,24.2525,10.156605,109,326,
1679,6290,22333,4,False,1,False,1,1,6.4412,0.0,6.4568,10.0411,2,304,22.9552,10.004155,191,502,
1680,6291,22336,4,False,1,False,1,45,6.2207,0.0159,6.1095,10.1295,2,332,22.4901,10.00438,304,646,
1681,6292,22340,4,False,1,False,1,23,7.1964,0.0,8.3233,10.3689,2,338,25.9218,10.048023,155,350,
1682,6293,22342,4,False,1,False,1,26,1.4058,0.0,0.4483,10.4208,2,327,12.311,10.004348,314,652,
1683,6294,22343,4,False,1,False,1,20,2.0839,0.0,2.4937,10.3474,2,248,15.0076,10.02833,318,664,
1684,6295,22345,3,False,1,False,1,20,1.1602,0.0,1.1516,10.3419,2,301,12.7689,10.00337,251,616,
1685,6297,22347,3,False,1,False,1,15,2.948,0.0,3.1325,10.2521,2,328,16.3731,10.108845,134,287,
1686,6298,22350,3,False,1,False,1,2,4.6455,0.0,4.4267,10.047,2,327,19.1596,10.003302,131,286,
1687,6299,22351,3,False,1,False,1,15,4.3025,0.0,4.1885,10.2454,2,332,18.7787,10.006363,130,286,
1688,6300,22353,4,False,1,False,1,12,4.9485,0.0,3.3736,10.1951,2,311,18.5587,10.028355,138,288,
1689,6301,22354,3,False,1,False,1,2,5.8359,0.0,6.4421,10.0738,2,332,22.3939,10.019264,124,271,
1690,6303,22355,4,False,1,False,1,12,4.5059,0.0,3.0984,10.2005,2,341,17.8464,10.037987,133,281,
1691,6304,22359,4,False,1,False,1,12,6.9039,0.0,7.2756,10.2021,2,343,24.4233,10.039471,131,276,
1692,6306,22361,4,False,1,False,1,12,7.021,0.0,7.5493,10.2088,2,340,24.8212,10.006934,135,289,
1693,6307,22363,4,False,1,False,1,12,7.0846,0.0,7.0948,10.2015,2,337,24.4214,10.068065,126,270,
1694,6308,22365,3,False,1,False,1,15,3.818,0.0,3.8023,10.2672,2,262,17.9282,10.006695,130,280,
1695,6309,22368,3,False,1,False,1,19,6.0074,0.0162,7.9748,10.082,2,198,24.1221,10.043143,132,278,
1696,6310,22370,4,False,1,False,1,0,0.0,0.0,9.6096,10.0052,2,334,29.6805,10.033776,133,281,AI solve exceeded 10.00s
1697,6311,22371,3,False,1,False,1,48,0.605,0.0,0.907,10.7724,2,311,12.3079,10.000735,96,294,
1698,6314,22387,3,False,1,False,1,5,0.8409,0.0323,0.7996,10.0627,2,279,11.7411,10.008326,123,289,
1699,6316,22398,3,False,1,False,1,4,4.9165,0.0269,4.1748,10.4864,2,161,19.6179,10.021075,90,287,
1700,6317,22398,4,False,1,False,1,20,8.8637,0.0265,9.9915,10.0417,2,166,28.9289,10.014885,116,281,
1701,6321,22407,3,False,1,False,1,70,6.8858,0.0263,3.6877,11.8607,2,193,22.581,10.052051,92,266,
1702,6322,22408,3,False,1,False,1,59,5.2293,0.0,5.241,10.962,2,218,21.5005,10.017872,109,311,
1703,6323,22409,3,False,1,False,1,38,3.416,0.0158,2.6398,10.5655,2,319,16.7063,10.016115,123,299,
1704,6324,22411,4,False,1,False,1,24,2.3994,0.0,2.3813,10.3758,2,200,15.2236,10.046043,124,295,
1705,6325,22415,4,False,1,False,1,35,2.5757,0.0159,2.5699,10.2089,2,325,15.4357,10.016033,111,293,
1706,6328,22431,4,False,1,False,1,14,0.5959,0.0,0.5858,10.2395,2,340,11.5042,10.011376,128,278,
1707,6335,22444,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0845,10.011964,127,292,AI solve exceeded 10.00s
1708,6349,22467,4,False,1,False,1,18,1.7872,0.0,1.6879,10.2906,2,325,13.7877,10.003592,307,635,
1709,6351,22472,4,False,1,False,1,18,2.8133,0.0,2.838,10.3036,2,334,15.9804,10.081877,305,633,
1710,6355,22482,4,False,1,False,1,18,2.8296,0.0,2.8636,10.3031,2,325,16.0252,10.009825,235,535,
1711,6356,22483,4,False,1,False,1,18,3.0599,0.0,2.9492,10.3012,2,327,16.3396,10.018089,239,551,
1712,6357,22484,4,False,1,False,1,18,2.9889,0.0,2.7346,10.2872,2,262,16.0397,10.001748,280,636,
1713,6372,22509,3,False,1,False,1,16,0.8319,0.0,0.7538,10.2651,2,344,11.9133,10.004426,137,298,
1714,6410,22603,3,True,1,True,1,27,0.0275,0.0311,0.0,0.1377,1,0,0.1986,10.009165,134,287,
1715,6411,22605,3,True,1,True,1,27,5.0986,0.0158,0.0,0.1403,1,0,5.259,10.006763,134,285,
1716,6415,22618,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0599,10.002858,117,319,AI solve exceeded 10.00s
1717,6416,22622,3,False,1,False,1,41,0.692,0.0162,0.6088,10.5267,2,98,11.8842,10.010428,112,318,
1718,6417,22625,3,False,1,False,1,15,0.626,0.0158,0.4612,10.2477,2,324,11.3751,10.003793,117,306,
1719,6418,22626,4,False,1,False,1,13,0.4736,0.0,0.6003,10.2271,2,323,11.3261,10.024796,128,296,
1720,6419,22627,3,False,1,False,1,13,0.4602,0.0157,1.0244,10.31,2,325,11.8352,10.008779,126,298,
1721,6420,22627,4,False,1,False,1,13,0.4521,0.0,0.6042,10.2118,2,297,11.2709,10.001197,133,304,
1722,6421,22629,3,False,1,False,1,17,0.5219,0.0159,1.7079,10.2654,2,308,12.5358,10.007963,223,518,
1723,6422,22629,4,False,1,False,1,46,2.5035,0.0165,2.2036,10.4613,2,328,15.1879,10.00251,219,507,
1724,6423,22631,3,False,1,False,1,22,0.5188,0.016,0.6216,10.359,2,326,11.54,10.017693,301,637,
1725,6424,22632,4,False,1,False,1,13,0.5576,0.0,0.5988,10.2126,2,323,11.3939,10.003485,299,638,
1726,6425,22633,3,False,1,False,1,25,0.5019,0.0162,0.6442,10.3978,2,308,11.5867,10.004779,159,353,
1727,6426,22634,3,True,1,True,1,51,6.8698,0.0153,0.0,0.0299,1,0,6.9399,10.033436,131,281,
1728,6444,22673,4,False,1,False,1,2,0.4095,0.0,0.617,10.0432,2,338,11.1023,10.001013,312,657,
1729,6447,22675,4,False,1,False,1,29,3.901,0.0,3.8371,10.4504,2,322,18.222,10.044438,303,629,
1730,6448,22678,3,True,1,True,1,42,5.1188,0.0155,0.0,0.1959,1,0,5.3824,10.023267,282,599,
1731,6450,22687,3,True,1,True,1,67,6.2167,0.0152,0.0,0.0544,1,0,6.3144,10.011279,205,427,
1732,6535,22857,3,False,1,False,1,28,2.4549,0.0,1.8405,10.4412,2,324,14.7846,10.003867,261,582,
1733,6536,22858,4,False,1,False,1,27,3.734,0.0,3.6513,10.4354,2,324,17.8694,10.016457,165,400,
1734,6537,22860,3,False,1,False,1,10,0.4146,0.0,0.4016,10.1574,2,297,11.0146,10.016537,223,544,
1735,6539,22866,4,False,1,False,1,20,2.0823,0.0158,1.9259,10.2615,2,328,14.2963,10.000988,180,412,
1736,6540,22867,4,False,1,False,1,29,0.3384,0.0,0.0631,10.4993,2,293,10.9122,10.003981,249,604,
1737,6541,22871,4,False,1,False,1,18,3.1104,0.0,2.0213,10.4067,2,321,15.5841,10.01352,226,480,
1738,6542,22872,3,False,1,False,1,16,1.6444,0.0159,1.7878,10.199,2,332,13.6579,10.010299,298,624,
1739,6543,22873,3,False,1,False,1,21,4.2912,0.0,4.3753,10.3378,2,260,19.0337,10.016068,281,589,
1740,6544,22873,4,False,1,False,1,12,4.2311,0.0168,3.2818,10.0276,2,332,17.5612,10.073744,308,662,
1741,6545,22874,4,False,1,False,1,13,4.3046,0.0,4.3885,10.2268,2,328,18.9487,10.009732,291,616,
1742,6547,22876,3,False,1,False,1,5,6.1361,0.0,6.1923,10.0974,2,320,22.4532,10.00164,298,634,
1743,6548,22880,4,False,1,False,1,12,5.6558,0.0152,5.7159,10.0229,2,232,21.437,10.001422,296,629,
1744,6553,22892,4,False,1,False,1,20,4.009,0.0155,4.3281,10.062,2,338,18.457,10.007759,281,582,
1745,6576,22937,4,False,1,False,1,14,5.2808,0.0,6.0213,10.285,2,341,21.6304,10.006231,313,651,
1746,6585,22956,4,False,1,False,1,14,4.2676,0.0,3.9511,10.2281,2,329,18.4876,10.124309,212,438,
1747,6586,22957,3,False,1,False,1,12,2.3895,0.0,2.387,10.2161,2,244,15.0341,10.001952,253,526,
1748,6587,22957,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0064,10.007094,309,643,AI solve exceeded 10.00s
1749,6588,22959,3,False,1,False,1,2,9.1776,0.0,8.5432,10.0572,2,335,27.8186,10.006171,177,374,
1750,6589,22960,3,False,1,False,1,15,2.9456,0.0,2.676,10.2569,2,335,15.9196,10.013817,130,285,
1751,6590,22960,4,False,1,False,1,12,1.6584,0.0,3.155,10.2264,2,297,15.0445,10.036687,137,289,
1752,6591,22963,3,False,1,False,1,2,6.6836,0.0,6.9958,10.0696,2,332,23.7899,10.002647,134,288,
1753,6592,22967,4,False,1,False,1,15,7.2441,0.0166,0.0,0.016,,0,17.3193,10.000404,133,294,AI solve exceeded 10.00s
1754,6593,22968,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0682,10.006115,137,294,AI solve exceeded 10.00s
1755,6594,22970,4,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0695,10.014016,135,290,AI solve exceeded 10.00s
1756,6597,22999,3,False,1,False,1,4,5.2473,0.0261,5.2676,10.0866,2,162,20.641,10.022532,124,299,
1757,6599,23013,3,False,1,False,1,8,4.4432,0.0265,3.7413,10.0341,2,162,18.3387,10.004631,120,308,
1758,6600,23018,4,False,1,False,1,21,2.7812,0.0,2.6357,10.8748,2,176,16.3843,10.00181,132,298,
1759,6601,23020,3,False,1,False,1,35,4.3596,0.0263,4.3927,10.3245,2,158,19.1932,10.070465,124,314,
1760,6602,23021,3,False,1,False,1,7,1.276,0.0,1.4317,10.1729,2,323,12.9366,10.018293,131,301,
1761,6605,23033,4,False,1,False,1,16,0.4411,0.0,0.8526,10.2496,2,182,11.6005,10.001438,124,287,
1762,6606,23037,3,False,1,False,1,17,0.4614,0.0,0.2683,10.2974,2,308,11.1173,10.015933,118,305,
1763,6607,23037,4,True,1,True,1,32,2.2213,0.016,0.0,0.1789,1,0,2.4184,10.000042,128,375,
1764,6610,23043,4,False,1,False,1,19,1.7354,0.0,1.8366,10.3323,2,322,13.9537,10.062945,129,317,
1765,6621,23072,3,False,1,False,1,56,4.8932,0.0158,5.0966,10.0194,2,341,20.1049,10.047157,132,279,
1766,6666,23173,4,False,1,False,1,20,1.1069,0.0,0.9482,10.3201,2,345,12.4602,10.006994,286,602,
1767,6667,23177,4,False,1,False,1,25,6.3165,0.0158,6.4099,10.0368,2,327,22.7862,10.008408,256,557,
1768,6692,23276,3,False,1,False,1,0,0.0,0.0,0.0,0.0,0,0,20.0409,10.005447,283,652,AI solve exceeded 10.00s
1769,6693,23277,3,False,1,False,1,30,0.3284,0.016,0.1489,10.3786,2,296,10.9107,10.018278,265,649,
1770,6694,23277,4,False,1,False,1,44,1.0668,0.016,1.0822,10.615,2,310,12.783,10.111022,172,450,
1771,6695,23280,3,False,1,False,1,26,0.5156,0.0,0.6165,10.4241,2,316,11.5948,10.009414,113,306,
1772,6696,23281,3,False,1,False,1,46,0.8677,0.0267,1.4447,11.231,2,176,13.5956,10.033582,136,332,
1773,6697,23284,3,False,1,False,1,46,0.5453,0.0281,1.3118,10.8192,2,296,12.7395,10.004693,131,322,
1774,6698,23285,3,False,1,False,1,24,0.4934,0.0,0.6013,10.3863,2,319,11.5058,10.079311,178,417,
1775,6699,23288,4,False,1,False,1,45,0.4592,0.0157,1.0262,10.4306,2,303,11.9578,10.013296,126,341,
1776,6700,23289,4,False,1,False,1,15,1.2175,0.0,0.7538,10.2641,2,226,12.2788,10.023432,123,314,
1777,6701,23292,4,False,1,False,1,22,3.3246,0.0,3.2637,10.3666,2,251,16.9852,10.006047,158,343,
1778,6702,23293,4,False,1,False,1,17,0.4446,0.0,0.4223,10.2902,2,338,11.1913,10.003959,271,564,
1779,6703,23295,4,False,1,False,1,23,1.9355,0.0,1.9355,10.3687,2,332,14.2762,10.002206,296,625,
1780,6704,23296,4,False,1,False,1,25,0.6003,0.0,0.6282,10.3972,2,324,11.6631,10.004858,279,597,
1781,6708,23300,4,False,1,False,1,23,3.9376,0.0,4.5381,10.3845,2,325,18.9007,10.00185,285,608,
1782,6709,23305,4,False,1,False,1,20,2.6271,0.0,0.7991,10.328,2,313,13.7999,10.071241,233,494,
1783,6710,23306,4,False,1,False,1,19,1.9522,0.0,3.1702,10.3025,2,266,15.4761,10.005208,254,537,
1784,6847,23659,3,True,1,True,1,51,1.197,0.0155,0.0,0.0545,1,0,1.2928,10.000885,173,371,
1785,6848,23665,4,False,1,False,1,15,1.6189,0.0,1.5465,10.2432,2,334,13.4616,10.008281,327,687,
1786,6850,23669,4,False,1,False,1,22,0.8961,0.0,0.7123,10.3486,2,328,12.0197,10.018645,328,690,
1787,6851,23670,4,False,1,False,1,21,5.622,0.0,5.5815,10.3425,2,327,21.5974,10.003337,320,683,
1788,6852,23672,4,False,1,False,1,21,6.039,0.0,5.9254,10.3478,2,336,22.3654,10.009809,322,689,
1789,6853,23673,4,False,1,False,1,21,5.6659,0.0,5.8602,10.3452,2,333,21.9235,10.001738,321,688,
1790,6854,23676,4,False,1,False,1,21,5.7686,0.0,6.771,10.3453,2,328,22.9372,10.007679,322,701,
1791,6855,23677,4,False,1,False,1,22,5.6473,0.0,8.4575,10.3835,2,332,24.5374,10.002335,319,704,
1792,6879,23722,4,False,1,False,1,12,0.8234,0.0,0.9005,10.2196,2,340,11.997,10.022389,136,295,
1793,6880,23723,4,True,1,False,1,11,0.8232,0.0,1.0113,5.5977,1,173,7.4864,10.020849,132,290,
1794,6894,23760,4,False,1,False,1,28,1.5881,0.0,1.519,10.4383,2,321,13.5929,10.007057,128,323,
1795,6895,23763,3,False,1,False,1,10,0.8773,0.0156,0.9332,10.0989,2,313,11.971,10.000191,114,332,
1796,6896,23763,4,False,1,False,1,41,0.9638,0.0,0.9912,10.6629,2,264,12.6208,10.006131,85,285,
1797,6897,23764,4,False,1,False,1,30,0.89,0.0,0.8916,10.4986,2,323,12.3263,10.014337,126,318,
1798,6898,23765,3,False,1,False,1,25,0.8361,0.0,0.8542,10.4072,2,260,12.1451,10.009483,129,326,
1799,6899,23774,3,False,1,False,1,20,0.3622,0.0167,0.1389,10.2605,2,312,10.7889,10.008904,127,317,
1800,6900,23776,3,False,1,False,1,16,1.7341,0.0154,1.6789,10.1879,2,324,13.6267,10.021354,131,300,
1801,6901,23778,4,False,1,False,1,12,3.5034,0.0157,3.3372,10.0243,2,309,16.9086,10.022066,126,306,
1802,6902,23779,3,False,1,False,1,22,4.0039,0.0,4.1424,10.3513,2,333,18.5251,10.001712,129,281,
1803,6905,23783,4,False,1,False,1,15,4.0099,0.0,4.0144,10.2611,2,332,18.3136,10.004075,130,293,
1804,6906,23786,4,False,1,False,1,27,8.3832,0.0311,0.0,0.5105,,0,18.9998,10.098929,142,307,AI solve exceeded 10.00s
1805,6934,23869,4,False,1,False,1,15,3.0255,0.0,3.6466,10.4265,2,320,17.1679,10.012524,136,297,
