fault_index,gate_id,fault_val,ok,attempts_used,precheck_success,precheck_attempts,precheck_pi_assignments,ai_precheck_solve_time_s,ai_precheck_sim_time_s,ai_hint_solve_time_s,ai_podem_search_time_s,ai_result_code,search_backtracks_diagnostic,classic_ok,classic_result_code,classic_backtracks,classic_recursive_calls,ai_less_backtracks,ai_error,time_s,classic_time_s
30,3930,3,True,1,True,1,24,0.02,0.0634,0.0,0.7401,1,0,True,1,0,29,,,1.4041,0.572
31,3930,4,True,1,True,1,23,0.0196,0.065,0.0,0.5941,1,0,True,1,0,24,,,1.157,0.4702
32,3931,3,True,1,True,1,13,0.0222,0.0659,0.0,0.4043,1,0,True,1,0,17,,,0.8314,0.3307
33,3931,4,True,1,True,1,13,0.0194,0.0649,0.0,0.282,1,0,True,1,0,14,,,0.6476,0.2733
34,3932,3,False,1,False,1,22,0.0214,0.0651,0.0,0.6988,0,0,True,1,62,153,,strict no-fallback: direct AI assignment did not detect fault,4.9761,4.1828
35,3932,4,False,1,False,1,21,0.0463,0.0648,0.0,0.5326,0,0,True,1,330,679,,strict no-fallback: direct AI assignment did not detect fault,20.2667,19.615
36,3933,3,True,1,True,1,14,0.0345,0.0636,0.0,0.4096,1,0,True,1,0,20,,,0.9083,0.3924
37,3933,4,True,1,True,1,13,0.2143,0.0309,0.0,0.2794,1,0,True,1,0,14,,,0.8079,0.275
38,3935,3,True,1,True,1,21,0.0106,0.063,0.0,0.6297,1,0,True,1,0,22,,,1.1431,0.4321
39,3935,4,True,1,True,1,21,0.0107,0.0652,0.0,0.6419,1,0,True,1,0,22,,,1.1601,0.4341
40,3939,3,False,1,False,1,12,0.0387,0.0639,0.0,0.3522,0,0,False,2,330,679,,strict no-fallback: direct AI assignment did not detect fault,20.4703,20.0069
41,3939,4,False,1,False,1,30,0.0124,0.067,0.0,0.9141,0,0,True,1,215,462,,strict no-fallback: direct AI assignment did not detect fault,14.0488,13.047
42,3947,3,True,1,True,1,21,0.0105,0.0654,0.0,0.6356,1,0,True,1,0,40,,,1.517,0.7971
43,3947,4,False,1,False,1,14,0.0127,0.0666,0.0,0.4118,0,0,True,1,0,40,,strict no-fallback: direct AI assignment did not detect fault,1.2784,0.7795
44,3949,3,True,1,True,1,22,0.0107,0.0633,0.0,0.6421,1,0,True,1,0,25,,,1.223,0.4981
45,3949,4,True,1,True,1,24,0.0112,0.0654,0.0,0.7265,1,0,True,1,0,25,,,1.3062,0.4951
46,3957,3,True,1,True,1,23,0.0157,0.0636,0.0,0.6928,1,0,True,1,0,26,,,1.2833,0.5031
47,3957,4,True,1,True,1,28,0.0172,0.0656,0.0,0.8461,1,0,True,1,0,27,,,1.4696,0.5325
48,3958,3,True,1,True,1,25,0.0119,0.0678,0.0,0.7409,1,0,True,1,0,26,,,1.333,0.5043
49,3958,4,True,1,True,1,24,0.0132,0.0667,0.0,0.7084,1,0,True,1,0,25,,,1.2989,0.5011
50,3961,3,True,1,True,1,21,0.0132,0.0679,0.0,0.6318,1,0,True,1,0,22,,,1.1703,0.4492
51,3961,4,True,1,True,1,21,0.0109,0.0642,0.0,0.6301,1,0,True,1,0,22,,,1.1547,0.4414
52,3964,3,False,1,False,1,12,0.0107,0.0629,0.0,0.3434,0,0,True,1,28,84,,strict no-fallback: direct AI assignment did not detect fault,2.648,2.2227
53,3964,4,False,1,False,1,29,0.0118,0.065,0.0,0.8698,0,0,True,1,215,461,,strict no-fallback: direct AI assignment did not detect fault,14.006,13.0512
54,3974,3,True,1,True,1,24,0.0206,0.0658,0.0,0.7114,1,0,True,1,0,27,,,1.3473,0.5413
55,3974,4,True,1,True,1,22,0.0342,0.0328,0.0,0.5727,1,0,True,1,0,23,,,1.1036,0.456
56,3975,3,True,1,True,1,13,0.0207,0.0679,0.0,0.3805,1,0,True,1,0,16,,,0.7915,0.3141
57,3975,4,True,1,True,1,13,0.0348,0.0319,0.0,0.2839,1,0,True,1,0,14,,,0.6427,0.2834
58,3976,3,False,1,False,1,22,0.02,0.0658,0.0,0.6573,0,0,True,1,78,183,,strict no-fallback: direct AI assignment did not detect fault,5.7318,4.9807
